,department,brand,count,min,max,mean
1235,Drinks and Snacks,PRONTO,2,14.0,14.0,14.0
1236,Drinks and Snacks,PROVIDENCIA,2,9.0,31.0,20.0
1237,Drinks and Snacks,PULPIKA,9,74.0,101.0,90.3111111111111
1238,Drinks and Snacks,PUNTA DEL CIELO,26,23.0,147.0,115.3076923076923
1239,Drinks and Snacks,PUREDERM,3,29.0,48.0,41.666666666666664
1240,Drinks and Snacks,PUREZA AGA,1,30.9,30.9,30.9
1241,Drinks and Snacks,QUAKER,10,28.0,47.9,39.96
1242,Drinks and Snacks,QUEEN COOKIES,6,25.0,25.0,25.0
1243,Drinks and Snacks,QUIMICA TF,1,67.0,67.0,67.0
1244,Drinks and Snacks,RAFFAELLO,3,24.0,112.0,71.0
1245,Drinks and Snacks,RAICES DEL HUERTO,2,33.0,83.0,58.0
1246,Drinks and Snacks,RAID,6,22.9,91.0,77.81666666666666
1247,Drinks and Snacks,RANCHO LAS FLORES,3,134.0,268.0,223.33333333333334
1248,Drinks and Snacks,REAL,2,20.0,30.0,25.0
1249,Drinks and Snacks,REAL DEL POTOSI,1,83.0,83.0,83.0
1250,Drinks and Snacks,REAL NATURAL,4,65.0,113.0,77.0
1251,Drinks and Snacks,RED BULL,5,44.0,158.0,75.2
1252,Drinks and Snacks,REESE'S,1,18.0,18.0,18.0
1253,Drinks and Snacks,REMEDY,4,28.0,28.0,28.0
1254,Drinks and Snacks,RENOVA,5,87.0,190.0,140.2
1255,Drinks and Snacks,REVLON,34,188.0,323.0,237.35294117647058
1256,Drinks and Snacks,RGMX,3,205.0,205.0,205.0
1257,Drinks and Snacks,RICOLINO,29,13.9,108.0,36.56551724137931
1258,Drinks and Snacks,RICOS,4,47.0,72.0,65.75
1259,Drinks and Snacks,RIFEL,8,20.0,42.5,29.925
1260,Drinks and Snacks,RITTER,7,60.0,87.5,76.92857142857143
1261,Drinks and Snacks,RIVERO GONZALEZ,4,67.0,264.0,131.5
1262,Drinks and Snacks,ROCAMINA,2,21.0,21.0,21.0
1263,Drinks and Snacks,ROCKALETA,2,24.0,62.0,43.0
1264,Drinks and Snacks,ROMELIA,2,80.0,129.0,104.5
1265,Drinks and Snacks,ROSAMONTE,1,113.0,113.0,113.0
1266,Drinks and Snacks,RUSSELL STOVER,11,57.0,73.0,59.90909090909091
1267,Drinks and Snacks,SABRITAS,61,18.0,82.0,43.05901639344262
1268,Drinks and Snacks,SAHALE,2,45.0,45.0,45.0
1269,Drinks and Snacks,SALLY HANSEN,7,67.0,158.0,128.28571428571428
1270,Drinks and Snacks,SALSAGUETTI,2,9.0,74.0,41.5
1271,Drinks and Snacks,SALVO,1,60.0,60.0,60.0
1272,Drinks and Snacks,SAMAIKA,1,103.0,103.0,103.0
1273,Drinks and Snacks,SAN MARTIN,6,29.0,100.0,70.16666666666667
1274,Drinks and Snacks,SAN PABLO,5,20.0,71.0,42.5
1275,Drinks and Snacks,SAN PELLEGRINO,9,28.0,142.0,42.77777777777778
1276,Drinks and Snacks,SANISSIMO,1,56.5,56.5,56.5
1277,Drinks and Snacks,SANOFI,1,164.0,164.0,164.0
1278,Drinks and Snacks,SANOFI RX,2,650.0,837.0,743.5
1279,Drinks and Snacks,SANTA FE,7,48.0,246.0,123.85714285714286
1280,Drinks and Snacks,SANTA L,1,32.9,32.9,32.9
1281,Drinks and Snacks,SANTA MARIA,3,9.0,63.0,28.0
1282,Drinks and Snacks,SANTIVERI,2,76.0,85.0,80.5
1283,Drinks and Snacks,SCHWEPPES,8,12.0,80.0,31.9875
1284,Drinks and Snacks,SCOTCH BRITE,1,43.0,43.0,43.0
1285,Drinks and Snacks,SEVEN UP,5,14.0,49.0,31.7
1286,Drinks and Snacks,SEÑORIAL,3,17.0,17.9,17.3
1287,Drinks and Snacks,SIDRAL MUNDET,2,17.0,35.0,26.0
1288,Drinks and Snacks,SIETE FAMILY FOODS DRY,5,140.0,140.0,140.0
1289,Drinks and Snacks,SIGDAL BAKERI,3,139.0,145.0,141.0
1290,Drinks and Snacks,SILANES,1,689.0,689.0,689.0
1291,Drinks and Snacks,SILK,5,13.0,60.0,46.339999999999996
1292,Drinks and Snacks,SINZÚ,3,26.0,26.0,26.0
1293,Drinks and Snacks,SKIN FACE,3,41.9,135.0,93.63333333333333
1294,Drinks and Snacks,SKINNY POP,2,88.0,88.0,88.0
1295,Drinks and Snacks,SKITTLES,5,22.0,46.9,33.760000000000005
1296,Drinks and Snacks,SKWINKLES,8,8.0,74.0,33.5
1297,Drinks and Snacks,SLIM POP,4,35.5,35.5,35.5
1298,Drinks and Snacks,SMUCKER'S,2,72.0,80.0,76.0
1299,Drinks and Snacks,SNACKATELAS,1,37.0,37.0,37.0
1300,Drinks and Snacks,SNAPPLE,3,12.9,13.0,12.933333333333332
1301,Drinks and Snacks,SNICKERS,9,11.0,244.0,79.44444444444444
1302,Drinks and Snacks,SOE,6,48.0,61.0,54.166666666666664
1303,Drinks and Snacks,SOLANUM,3,166.0,436.0,271.0
1304,Drinks and Snacks,SOLAR POWER,1,25.0,25.0,25.0
1305,Drinks and Snacks,SOLEM,3,38.0,38.0,38.0
1306,Drinks and Snacks,SONRICS,6,21.0,129.0,46.48333333333333
1307,Drinks and Snacks,SOUR PATCH,3,71.0,164.0,102.0
1308,Drinks and Snacks,SOUR PUNCH,4,49.0,50.5,49.75
1309,Drinks and Snacks,SOY SANNA,4,19.0,41.0,27.0
1310,Drinks and Snacks,SPLENDA,4,124.0,152.0,137.0
1311,Drinks and Snacks,SPRITE,5,6.0,38.0,23.9
1312,Drinks and Snacks,SQUIRT,6,14.0,49.0,33.0
1313,Drinks and Snacks,SR NATURAL,6,21.0,43.0,30.0
1314,Drinks and Snacks,STARBUCKS,5,159.0,160.0,159.6
1315,Drinks and Snacks,STOCK,2,118.0,118.0,118.0
1316,Drinks and Snacks,SUANDY,5,40.0,77.0,49.2
1317,Drinks and Snacks,SUEROUP,5,18.0,18.0,18.0
1318,Drinks and Snacks,SUMMIT PECANS,1,84.5,84.5,84.5
1319,Drinks and Snacks,SUNNY DELIGHT,2,50.0,81.0,65.5
1320,Drinks and Snacks,SUSALIA,9,21.5,65.9,33.599999999999994
1321,Drinks and Snacks,TADIN,1,58.0,58.0,58.0
1322,Drinks and Snacks,TAIFELDS,11,20.0,51.0,45.518181818181816
1323,Drinks and Snacks,TAJIN,2,93.0,93.0,93.0
1324,Drinks and Snacks,TAMPICO,1,37.0,37.0,37.0
1325,Drinks and Snacks,TANG,19,4.0,5.0,4.826315789473685
1326,Drinks and Snacks,TARASQUITAS,18,15.0,57.0,26.183333333333334
1327,Drinks and Snacks,TARUGO,2,16.0,16.0,16.0
1328,Drinks and Snacks,TAZCAL,2,63.9,95.0,79.45
1329,Drinks and Snacks,TEA CAP,2,124.0,124.0,124.0
1330,Drinks and Snacks,TEA GARDEN,1,347.0,347.0,347.0
1331,Drinks and Snacks,TECHNISEARCH,4,10.0,10.0,10.0
1332,Drinks and Snacks,TECNOLITE,1,54.5,54.5,54.5
1333,Drinks and Snacks,TEEKANNE,4,89.5,98.0,95.875
1334,Drinks and Snacks,TEGA,3,61.0,61.0,61.0
1335,Drinks and Snacks,TEISTI,3,112.0,143.0,122.33333333333333
1336,Drinks and Snacks,TERA,3,81.0,81.0,81.0
1337,Drinks and Snacks,TETECOLOH CAFE,3,151.0,151.0,151.0
1338,Drinks and Snacks,THE NUT HOUSE,4,45.0,53.0,49.75
1339,Drinks and Snacks,THERBAL,2,61.0,61.0,61.0
1340,Drinks and Snacks,TIA LENCHA,3,41.0,167.0,92.33333333333333
1341,Drinks and Snacks,TIA OFILIA,1,115.0,115.0,115.0
1342,Drinks and Snacks,TIA ROSA,3,16.5,39.0,24.833333333333332
1343,Drinks and Snacks,TIA SARA,3,18.0,24.0,22.0
1344,Drinks and Snacks,TIC TAC,4,11.0,11.0,11.0
1345,Drinks and Snacks,TIN LARIN,1,27.0,27.0,27.0
1346,Drinks and Snacks,TINAJITA,1,46.0,46.0,46.0
1347,Drinks and Snacks,TOBLERONE,5,43.0,180.0,109.8
1348,Drinks and Snacks,TONYS,6,205.0,205.0,205.0
1349,Drinks and Snacks,TOPO CHICO,9,12.0,87.5,25.933333333333334
1350,Drinks and Snacks,TORRAS,1,102.0,102.0,102.0
1351,Drinks and Snacks,TRADITIONAL MEDICINALS,1,155.0,155.0,155.0
1352,Drinks and Snacks,TREE TOP,4,8.0,64.0,32.95
1353,Drinks and Snacks,TRIDENT,19,7.0,21.0,13.605263157894736
1354,Drinks and Snacks,TRIM,1,50.0,50.0,50.0
1355,Drinks and Snacks,TRUSNACK,6,18.0,18.0,18.0
1356,Drinks and Snacks,TRUSNACK OATS,3,51.9,51.9,51.9
1357,Drinks and Snacks,TURIN,22,11.0,275.0,109.20454545454545
1358,Drinks and Snacks,TUTSI,4,62.0,218.0,125.25
1359,Drinks and Snacks,TWININGS,13,114.0,159.0,126.84615384615384
1360,Drinks and Snacks,TWIX,1,24.0,24.0,24.0
1361,Drinks and Snacks,Unknown,81,17.5,870.0,120.29382716049382
1362,Drinks and Snacks,V8 SPLASH,6,19.5,29.0,24.25
1363,Drinks and Snacks,VALLE FRUT,3,15.0,46.0,28.333333333333332
1364,Drinks and Snacks,VALOR,7,92.0,102.0,97.71428571428571
1365,Drinks and Snacks,VERDE VALLE,1,24.0,24.0,24.0
1366,Drinks and Snacks,VERDUSANAS,3,65.0,65.0,65.0
1367,Drinks and Snacks,VERO,11,50.5,113.0,72.4090909090909
1368,Drinks and Snacks,VEVALOE,1,17.0,17.0,17.0
1369,Drinks and Snacks,VICHY,17,188.0,1418.0,756.6470588235294
1370,Drinks and Snacks,VICK,1,230.0,230.0,230.0
1371,Drinks and Snacks,VICTORIA,5,31.0,171.0,86.2
1372,Drinks and Snacks,VIDANAT,1,112.0,112.0,112.0
1373,Drinks and Snacks,VIGOR,6,5.0,16.5,10.75
1374,Drinks and Snacks,VIK'S JERKY,3,129.0,129.0,129.0
1375,Drinks and Snacks,VILLA DE PATOS,4,20.0,226.0,113.75
1376,Drinks and Snacks,VINARINES,2,21.0,29.9,25.45
1377,Drinks and Snacks,VITALI,4,23.0,189.0,71.875
1378,Drinks and Snacks,VITALIBR,1,189.0,189.0,189.0
1379,Drinks and Snacks,VITALINEA,2,13.0,13.0,13.0
1380,Drinks and Snacks,VITALOE,2,13.0,15.0,14.0
1381,Drinks and Snacks,VITAMIN,2,105.0,105.0,105.0
1382,Drinks and Snacks,VITAMIN WATER,5,18.5,26.0,21.5
1383,Drinks and Snacks,VITTE,7,15.0,87.0,37.42857142857143
1384,Drinks and Snacks,VIVANT,1,81.0,81.0,81.0
1385,Drinks and Snacks,VIVE 100%,6,11.0,16.5,13.25
1386,Drinks and Snacks,VOLT,5,18.5,18.5,18.5
1387,Drinks and Snacks,VOSS,1,65.9,65.9,65.9
1388,Drinks and Snacks,VUALA,3,15.0,15.5,15.333333333333334
1389,Drinks and Snacks,VYR,1,145.0,145.0,145.0
1390,Drinks and Snacks,WATES,10,17.0,46.0,28.8
1391,Drinks and Snacks,WELCHS,4,72.0,72.0,72.0
1392,Drinks and Snacks,WERTHER´S ORIGINAL,5,47.9,92.0,83.17999999999999
1393,Drinks and Snacks,WET N WILD,20,33.0,218.0,94.95
1394,Drinks and Snacks,WINIS,2,57.0,103.0,80.0
1395,Drinks and Snacks,WISE,1,31.9,31.9,31.9
1396,Drinks and Snacks,WONDER,5,77.9,77.9,77.9
1397,Drinks and Snacks,WONDERFUL,6,26.0,226.0,105.33333333333333
1398,Drinks and Snacks,WRIGLEYS,6,23.0,58.0,39.833333333333336
1399,Drinks and Snacks,YOMI LALA,5,3.0,31.0,12.8
1400,Drinks and Snacks,YOMMS,11,30.0,77.0,55.81818181818182
1401,Drinks and Snacks,YOPLAIT,3,14.9,24.0,20.3
1402,Drinks and Snacks,ZAN ZUSI,3,95.9,101.0,99.3
1403,Drinks and Snacks,ZOE WATER,2,21.5,25.0,23.25
1404,Drinks and Snacks,ZUKO,35,3.0,81.0,7.214285714285714
1405,Drinks and Snacks,ZUMBA,2,62.0,77.0,69.5
1406,Drinks and Snacks,ZUMBA PICA,5,71.0,85.0,77.4
1407,Frozen products,ARTISAN DI LUCA,4,88.5,133.0,110.125
1408,Frozen products,BACHOCO,1,67.9,67.9,67.9
1409,Frozen products,BAILEYS,1,124.0,124.0,124.0
1410,Frozen products,BALDITO,1,43.0,43.0,43.0
1411,Frozen products,BETER,1,29.0,29.0,29.0
1412,Frozen products,BEYOND MEAT,1,220.0,220.0,220.0
1413,Frozen products,BIBIGO,3,51.0,153.0,85.0
1414,Frozen products,BONMOT,3,124.0,124.0,124.0
1415,Frozen products,BUBBIES,3,139.0,139.0,139.0
1416,Frozen products,CANADIAN BAGELS,1,88.5,88.5,88.5
1417,Frozen products,CENTRAL MARKET,1,99.0,99.0,99.0
1418,Frozen products,CHEFFRY,6,61.0,118.0,90.5
1419,Frozen products,CHUDLEIGHS,1,113.0,113.0,113.0
1420,Frozen products,CHURRERIA SINFONIA TRES DESDE 1916,1,119.0,119.0,119.0
1421,Frozen products,DELIKE,1,139.0,139.0,139.0
1422,Frozen products,DEORNO,2,112.0,124.0,118.0
1423,Frozen products,DON CHUY,1,30.0,30.0,30.0
1424,Frozen products,EGGO,2,108.0,134.0,121.0
1425,Frozen products,ENLIGHTENED,3,131.0,131.0,131.0
1426,Frozen products,EZEKIEL,4,141.0,198.0,155.25
1427,Frozen products,FORNO DE MINAS,2,43.0,43.0,43.0
1428,Frozen products,FROZEN BOUTIQUE,11,151.0,201.0,173.8181818181818
1429,Frozen products,GOLDEN BULL,2,113.0,113.0,113.0
1430,Frozen products,GOODPOP,1,155.0,155.0,155.0
1431,Frozen products,GREAT DAY,1,26.0,26.0,26.0
1432,Frozen products,HAAGEN DAZS,5,65.9,284.0,240.38000000000002
1433,Frozen products,HCF,3,64.9,195.0,130.29999999999998
1434,Frozen products,HEALTHY CHOICE,1,82.0,82.0,82.0
1435,Frozen products,HEB,56,25.0,333.0,102.1875
1436,Frozen products,HOLANDA,8,29.0,150.0,69.375
1437,Frozen products,HOT POCKETS,1,171.0,171.0,171.0
1438,Frozen products,ITTIBITZ,2,35.9,35.9,35.9
1439,Frozen products,KETO PINT,2,123.0,123.0,123.0
1440,Frozen products,KIDFRESH,3,84.0,185.0,132.66666666666666
1441,Frozen products,LA GLORIETA,2,99.0,99.0,99.0
1442,Frozen products,LA HUERTA,6,23.0,86.5,50.666666666666664
1443,Frozen products,LITTLE NORTHERN,3,136.0,151.0,146.0
1444,Frozen products,LULO GELATO,2,153.0,153.0,153.0
1445,Frozen products,MARIE CALLENDERS,1,60.0,60.0,60.0
1446,Frozen products,NESTLE,6,63.9,87.5,73.89999999999999
1447,Frozen products,O SOLE MIO,4,88.0,179.0,113.0
1448,Frozen products,OATLY,3,113.0,113.0,113.0
1449,Frozen products,ONLY FRUIT,1,164.0,164.0,164.0
1450,Frozen products,PILLSBURY,5,62.0,100.0,73.38
1451,Frozen products,SABOREGIO,1,123.0,123.0,123.0
1452,Frozen products,SAMBAZON,2,188.0,225.0,206.5
1453,Frozen products,SAN MARTIN,4,57.0,100.0,89.25
1454,Frozen products,SIGDAL BAKERI,3,139.0,145.0,141.0
1455,Frozen products,SWEET HEART,1,101.0,101.0,101.0
1456,Frozen products,SWOON,1,93.0,93.0,93.0
1457,Frozen products,UDIS,2,188.0,188.0,188.0
1458,Frozen products,VEGGIE'S FARM,1,93.0,93.0,93.0
1459,Fruits and vegetables,AZAHAR D ALLENDE,5,54.5,153.0,97.5
1460,Fruits and vegetables,BIOWAY,1,124.0,124.0,124.0
1461,Fruits and vegetables,CAMPO VIVO,3,31.9,49.0,38.266666666666666
1462,Fruits and vegetables,CROQUINNOS,1,41.0,41.0,41.0
1463,Fruits and vegetables,DON ZABOR,1,97.0,97.0,97.0
1464,Fruits and vegetables,EARTHBOUND FARM,13,111.0,147.0,125.07692307692308
1465,Fruits and vegetables,EVA,14,36.0,62.0,49.0
1466,Fruits and vegetables,FRESH GOURMET,13,33.9,77.0,57.8
1467,Fruits and vegetables,FRU TO GO,1,36.0,36.0,36.0
1468,Fruits and vegetables,FRUBOTANAS,12,26.0,87.5,72.02499999999999
1469,Fruits and vegetables,HCF,2,51.0,93.0,72.0
1470,Fruits and vegetables,HEB,106,8.0,227.0,49.90471698113207
1471,Fruits and vegetables,HEB FRESH,40,13.0,103.0,46.8
1472,Fruits and vegetables,HEB ORGANICS,1,133.0,133.0,133.0
1473,Fruits and vegetables,INFUSIONATE,18,33.9,97.0,48.22777777777778
1474,Fruits and vegetables,LA BOTANERA,3,18.5,18.5,18.5
1475,Fruits and vegetables,LEONALI,8,28.0,63.0,44.1
1476,Fruits and vegetables,MARIES,13,46.0,88.5,81.96153846153847
1477,Fruits and vegetables,MARZETTI,9,67.9,67.9,67.9
1478,Fruits and vegetables,MICRODYN,2,72.0,72.0,72.0
1479,Fruits and vegetables,MONTE BLANCO,2,28.0,28.0,28.0
1480,Fruits and vegetables,MR LUCKY,3,30.0,41.0,34.96666666666667
1481,Fruits and vegetables,NOPALINAZA,1,66.0,66.0,66.0
1482,Fruits and vegetables,NUTRIBITS,13,29.0,92.0,53.66923076923077
1483,Fruits and vegetables,PIK PENK,5,39.0,82.0,62.4
1484,Fruits and vegetables,PINALINAZA,1,68.0,68.0,68.0
1485,Fruits and vegetables,PLANTA DA VIDA,3,33.9,49.0,43.96666666666667
1486,Fruits and vegetables,POPEYE,1,48.0,48.0,48.0
1487,Fruits and vegetables,PULPI-K,17,39.0,136.0,95.82352941176471
1488,Fruits and vegetables,PULPIKA,2,62.0,96.0,79.0
1489,Fruits and vegetables,SEASON SELECT,1,93.0,93.0,93.0
1490,Fruits and vegetables,SEASONS SELECT,9,26.0,99.9,59.37777777777777
1491,Fruits and vegetables,SINAVAN,2,27.0,72.0,49.5
1492,Fruits and vegetables,SOLEM,3,38.0,38.0,38.0
1493,Fruits and vegetables,TAJIN,5,31.0,58.0,42.4
1494,Fruits and vegetables,TRECHAS,1,25.0,25.0,25.0
1495,Fruits and vegetables,Unknown,529,9.0,885.0,96.23024574669188
1496,Fruits and vegetables,VITA+,3,51.0,51.0,51.0
1497,Groceries,A DE COCO,4,17.0,165.0,71.75
1498,Groceries,A1,1,120.0,120.0,120.0
1499,Groceries,ABEJA REYNA,2,134.0,134.0,134.0
1500,Groceries,ABUELITA,9,31.0,96.0,61.388888888888886
1501,Groceries,ACEITE 123,1,43.9,43.9,43.9
1502,Groceries,ACETUM,2,98.0,98.0,98.0
1503,Groceries,ACIERTO,10,45.0,789.0,178.2
1504,Groceries,ADEROGYL,2,110.0,110.0,110.0
1505,Groceries,ADES,19,8.0,41.0,18.626315789473683
1506,Groceries,AGROVER,1,51.0,51.0,51.0
1507,Groceries,AIR WICK,4,97.0,156.0,115.25
1508,Groceries,AIRES DE CAMPO,16,40.0,222.0,82.18125
1509,Groceries,AKRON,3,41.5,105.0,82.16666666666667
1510,Groceries,ALADINO,2,102.0,102.0,102.0
1511,Groceries,ALESSI,1,98.0,98.0,98.0
1512,Groceries,ALFASIGMA,1,640.0,640.0,640.0
1513,Groceries,ALFRESCO,1,14.0,14.0,14.0
1514,Groceries,ALQUIMIA,1,81.0,81.0,81.0
1515,Groceries,ALTAMAR,14,22.0,335.0,99.16428571428571
1516,Groceries,AMAZINGRAS,1,1170.0,1170.0,1170.0
1517,Groceries,AMI,4,10.0,29.0,14.75
1518,Groceries,AMMENS,1,42.9,42.9,42.9
1519,Groceries,AMORE,1,123.0,123.0,123.0
1520,Groceries,AMORES Y SABORES,4,148.0,280.0,181.75
1521,Groceries,ANDALINI,5,34.9,42.9,40.62
1522,Groceries,ANGELFOOD,1,208.0,208.0,208.0
1523,Groceries,ANITA,5,9.0,68.5,33.7
1524,Groceries,ANTIQUA,4,41.0,74.0,55.5
1525,Groceries,APIARIO REYNA,2,44.0,64.0,54.0
1526,Groceries,ARREBATO,8,78.0,93.0,81.375
1527,Groceries,ARTHUR D,2,35.0,35.0,35.0
1528,Groceries,ASEPXIA,6,47.0,125.0,81.41666666666667
1529,Groceries,ASPEN LABS,1,116.0,116.0,116.0
1530,Groceries,ASPROCICA,2,86.0,86.0,86.0
1531,Groceries,ATLANTIS,2,564.0,575.0,569.5
1532,Groceries,AUNT JEMIMA,3,46.9,71.0,54.93333333333334
1533,Groceries,AVANTE,2,46.0,46.0,46.0
1534,Groceries,AVE,1,37.9,37.9,37.9
1535,Groceries,AVELINA,1,55.5,55.5,55.5
1536,Groceries,AVELIT SUPERFOODS,1,201.0,201.0,201.0
1537,Groceries,AVENA NO.1,3,26.0,51.0,36.0
1538,Groceries,AVENE,1,669.0,669.0,669.0
1539,Groceries,AVILES,1,68.9,68.9,68.9
1540,Groceries,AVO AVO,1,335.0,335.0,335.0
1541,Groceries,AXION,1,67.0,67.0,67.0
1542,Groceries,AZUCENA,2,34.5,34.5,34.5
1543,Groceries,B.C.,2,54.5,93.0,73.75
1544,Groceries,BARBA NEGRA,10,88.0,88.0,88.0
1545,Groceries,BARILLA,27,7.5,90.0,42.696296296296296
1546,Groceries,BARNEY,6,259.0,280.0,269.1666666666667
1547,Groceries,BAYER,2,117.0,186.0,151.5
1548,Groceries,BAYER RX,1,477.0,477.0,477.0
1549,Groceries,BAYGON,1,59.0,59.0,59.0
1550,Groceries,BEARS IN THE KITCHEN,6,60.0,67.0,63.333333333333336
1551,Groceries,BEBIDA VIVA,6,48.0,48.0,48.0
1552,Groceries,BEEPURE,3,114.0,124.0,117.33333333333333
1553,Groceries,BENMART,1,134.0,134.0,134.0
1554,Groceries,BERRY NUTS,16,41.0,88.5,63.9375
1555,Groceries,BERTOLLI,3,78.9,199.0,139.29999999999998
1556,Groceries,BETTY CROCKER,3,44.0,133.0,78.66666666666667
1557,Groceries,BEXIDENT,1,190.0,190.0,190.0
1558,Groceries,BICENTURY,1,60.0,60.0,60.0
1559,Groceries,BIDA,3,16.0,16.0,16.0
1560,Groceries,BIGELOW,16,66.5,98.0,76.78125
1561,Groceries,BIKINI BURN,5,394.0,1257.0,701.8
1562,Groceries,BIMBO,52,21.0,59.0,41.78846153846154
1563,Groceries,BIODERMA,5,509.0,693.0,615.2
1564,Groceries,BIOHACK,2,1264.0,1264.0,1264.0
1565,Groceries,BIRCH BENDERS,7,128.0,205.0,164.28571428571428
1566,Groceries,BISQUICK,1,77.0,77.0,77.0
1567,Groceries,BITES,2,77.0,77.0,77.0
1568,Groceries,BLASON,13,95.0,263.0,128.15384615384616
1569,Groceries,BOBS RED MILL,51,50.0,660.0,224.07843137254903
1570,Groceries,BOIGANIC FOODS,1,172.0,172.0,172.0
1571,Groceries,BOING,8,7.0,23.0,15.0
1572,Groceries,BONAFONT,2,8.0,39.0,23.5
1573,Groceries,BONE BROTH,1,62.0,62.0,62.0
1574,Groceries,BONOLIVE,3,68.0,121.0,85.66666666666667
1575,Groceries,BONSABOR,1,12.0,12.0,12.0
1576,Groceries,BOOST,4,46.0,46.0,46.0
1577,Groceries,BORGES,2,131.0,140.0,135.5
1578,Groceries,BORNIER,1,54.5,54.5,54.5
1579,Groceries,BOSTON,1,42.0,42.0,42.0
1580,Groceries,BOVE,5,11.0,38.0,26.8
1581,Groceries,BRAGG,8,155.0,499.0,276.0
1582,Groceries,BRANLI,4,65.0,67.0,65.5
1583,Groceries,BRETON,3,81.0,85.0,82.33333333333333
1584,Groceries,BREZO,1,88.5,88.5,88.5
1585,Groceries,BRIANNAS,9,51.9,94.0,74.73333333333333
1586,Groceries,BRONCOLIN,1,90.0,90.0,90.0
1587,Groceries,BUFALO,6,17.0,24.0,19.166666666666668
1588,Groceries,BURTS BEES,1,81.9,81.9,81.9
1589,Groceries,BUTTER KRUST,1,41.0,41.0,41.0
1590,Groceries,C B,1,88.9,88.9,88.9
1591,Groceries,CACAFE,1,394.0,394.0,394.0
1592,Groceries,CAFE 19,4,31.0,85.0,58.0
1593,Groceries,CAFE OLE,6,31.0,33.5,32.233333333333334
1594,Groceries,CAFETERA ALIANZA,6,71.0,133.0,102.0
1595,Groceries,CAFÉ_MEMORIAL,22,149.0,295.0,229.63636363636363
1596,Groceries,CAL-C-TOSE,6,43.0,215.0,78.33333333333333
1597,Groceries,CALAHUA,5,23.0,40.0,36.6
1598,Groceries,CALDO,1,12.0,12.0,12.0
1599,Groceries,CALIFIA,10,79.0,112.0,98.8
1600,Groceries,CALMEX,5,20.5,80.9,43.38
1601,Groceries,CAMPBELLS,24,12.9,64.5,36.475
1602,Groceries,CAMPESTRE,1,30.0,30.0,30.0
1603,Groceries,CAMPO AMOR,2,37.0,67.5,52.25
1604,Groceries,CAMPO VIVO,8,51.5,113.0,80.1
1605,Groceries,CANADIAN BAGELS,5,78.0,88.5,85.0
1606,Groceries,CANDEREL,4,38.0,122.0,78.0
1607,Groceries,CANOIL,2,36.9,45.0,40.95
1608,Groceries,CANOLA VITA,1,42.9,42.9,42.9
1609,Groceries,CANOSSA,2,73.5,73.5,73.5
1610,Groceries,CANYON BAKE,4,139.0,152.0,145.5
1611,Groceries,CAPULLO,3,59.9,69.9,65.43333333333334
1612,Groceries,CARANDINI,4,132.0,151.0,139.0
1613,Groceries,CARAPELLI,2,77.9,91.0,84.45
1614,Groceries,CARBONELL,5,50.9,142.0,90.97999999999999
1615,Groceries,CARE SCENTS,2,20.0,24.0,22.0
1616,Groceries,CARLOS V,5,7.0,62.0,32.0
1617,Groceries,CARLOTA,5,65.0,129.0,87.2
1618,Groceries,CARNATION,2,24.0,24.0,24.0
1619,Groceries,CASA GLOTON,6,112.0,116.0,114.66666666666667
1620,Groceries,CASA MAREGAL,6,31.0,31.0,31.0
1621,Groceries,CASA RINALDI,1,177.0,177.0,177.0
1622,Groceries,CASTAGNO,18,75.9,130.0,94.4888888888889
1623,Groceries,CASTILLO,3,12.0,20.0,16.833333333333332
1624,Groceries,CATE DE MI CORAZON,4,109.0,136.0,128.25
1625,Groceries,CEIMAYA,3,152.0,226.0,176.66666666666666
1626,Groceries,CELESTIAL,9,93.0,151.0,138.11111111111111
1627,Groceries,CENTO,2,47.0,59.0,53.0
1628,Groceries,CENTRAL MARKET,36,51.0,332.0,96.76666666666667
1629,Groceries,CERAVE,2,305.0,305.0,305.0
1630,Groceries,CEVRE BRSES,1,75.0,75.0,75.0
1631,Groceries,CHARAMUSCA,2,36.0,36.0,36.0
1632,Groceries,CHARRAS,3,30.9,34.5,32.800000000000004
1633,Groceries,CHATA,24,15.5,96.0,48.50833333333333
1634,Groceries,CHEERIOS,1,63.9,63.9,63.9
1635,Groceries,CHERRY BLOSSOM,4,76.0,76.0,76.0
1636,Groceries,CHIA MIA,9,41.0,42.0,41.22222222222222
1637,Groceries,CHILE,3,30.0,36.0,34.0
1638,Groceries,CHILOKIA,3,30.0,43.0,34.333333333333336
1639,Groceries,CHIPS AHOY,10,112.0,143.0,139.9
1640,Groceries,CHOCKE OBLEAS,1,196.0,196.0,196.0
1641,Groceries,CHOCO CHOCO,1,30.9,30.9,30.9
1642,Groceries,CHOCO MILK,1,56.5,56.5,56.5
1643,Groceries,CHOCOMILK,1,41.0,41.0,41.0
1644,Groceries,CHOLULA,2,31.0,35.9,33.45
1645,Groceries,CICATRICURE,1,361.0,361.0,361.0
1646,Groceries,CIEL,2,3.0,3.0,3.0
1647,Groceries,CIERVO,9,21.0,67.5,45.22222222222222
1648,Groceries,CIFRUT,7,5.0,25.0,14.714285714285714
1649,Groceries,CINCA,4,86.0,86.0,86.0
1650,Groceries,CINCO FLORES,4,29.0,42.0,33.85
1651,Groceries,CIRIO,6,45.5,93.0,61.416666666666664
1652,Groceries,CLAMATO,5,25.0,70.0,37.6
