,department,brand,count,min,max,mean
2102,Groceries,PIONEER,1,36.0,36.0,36.0
2103,Groceries,PIPORE,2,97.0,97.0,97.0
2104,Groceries,PIRUHAN,2,33.0,33.0,33.0
2105,Groceries,PISTELLA,1,184.0,184.0,184.0
2106,Groceries,PLAMESI,6,14.0,26.0,22.666666666666668
2107,Groceries,PLANET HEMP,1,384.0,384.0,384.0
2108,Groceries,PLEAT LABS,2,717.0,717.0,717.0
2109,Groceries,POKY,3,4.0,4.0,4.0
2110,Groceries,POLDER,2,62.0,62.0,62.0
2111,Groceries,POMPEIAN,1,62.0,62.0,62.0
2112,Groceries,PONDS,9,27.5,125.0,69.15555555555555
2113,Groceries,PONTO,11,33.9,76.0,43.209090909090904
2114,Groceries,POST,14,74.0,108.0,95.05714285714285
2115,Groceries,PRAGNA,30,34.9,1105.0,128.24333333333334
2116,Groceries,PREGO,3,58.5,75.5,64.5
2117,Groceries,PREMIUM,1,31.0,31.0,31.0
2118,Groceries,PRIMOR,1,52.9,52.9,52.9
2119,Groceries,PRONTO,5,22.0,46.0,30.0
2120,Groceries,PROVENCE,3,67.5,93.5,76.16666666666667
2121,Groceries,PUKKA,7,176.0,182.0,177.71428571428572
2122,Groceries,PULPA BITES,5,21.5,26.0,23.3
2123,Groceries,PULPI-K,4,39.0,81.0,51.0
2124,Groceries,PULPIKA,1,62.0,62.0,62.0
2125,Groceries,PUNTA DEL CIELO,29,23.0,147.0,116.03448275862068
2126,Groceries,PUREDERM,1,29.0,29.0,29.0
2127,Groceries,QUAKER,44,9.0,107.0,46.050000000000004
2128,Groceries,QUEEN BEE,2,47.0,47.0,47.0
2129,Groceries,QUEEN COOKIES,6,25.0,25.0,25.0
2130,Groceries,QUELY,5,14.0,19.5,17.3
2131,Groceries,RACEL,1,22.0,22.0,22.0
2132,Groceries,RAFFAELLO,2,77.0,77.0,77.0
2133,Groceries,RAGU,11,34.5,59.9,54.4
2134,Groceries,RAICES DEL HUERTO,1,96.0,96.0,96.0
2135,Groceries,RAID,2,85.0,86.0,85.5
2136,Groceries,RANCH STYLE,3,22.9,24.9,24.23333333333333
2137,Groceries,RANCHO LAS FLORES,2,268.0,268.0,268.0
2138,Groceries,RANCHO SAN CAYETANO,10,104.0,200.0,153.4
2139,Groceries,REAL DEL POTOSI,2,83.0,83.0,83.0
2140,Groceries,REAL NATURAL,2,109.0,109.0,109.0
2141,Groceries,REGALOS SIGLO,1,23.0,23.0,23.0
2142,Groceries,REGINA TOSCANA,1,90.0,90.0,90.0
2143,Groceries,REMEDY,7,26.0,28.0,27.142857142857142
2144,Groceries,RENOVA,1,87.0,87.0,87.0
2145,Groceries,REVLON,14,188.0,320.0,229.78571428571428
2146,Groceries,RGB ALIMENTOS,3,88.0,109.0,96.83333333333333
2147,Groceries,RICELAND,3,20.9,41.5,33.63333333333333
2148,Groceries,RIFEL,7,20.0,42.5,30.557142857142857
2149,Groceries,RIKAR,11,10.0,62.0,41.99090909090909
2150,Groceries,RIO BRAVO,1,59.0,59.0,59.0
2151,Groceries,RODOLFI,3,25.0,81.0,60.0
2152,Groceries,ROGELIO BUENO,5,10.0,29.9,17.28
2153,Groceries,ROSAMONTE,1,113.0,113.0,113.0
2154,Groceries,S O S,1,24.5,24.5,24.5
2155,Groceries,SABATER,1,39.0,39.0,39.0
2156,Groceries,SABIA COSECHA,5,82.0,258.0,191.6
2157,Groceries,SABROSANO,3,42.5,43.0,42.833333333333336
2158,Groceries,SABROSUR,3,50.0,50.0,50.0
2159,Groceries,SACLA,2,120.0,134.9,127.45
2160,Groceries,SAL CISNES,1,8.0,8.0,8.0
2161,Groceries,SALES DEL VALLE,1,40.0,40.0,40.0
2162,Groceries,SALLY HANSEN,2,67.0,67.0,67.0
2163,Groceries,SALSA DE MAMA,4,30.0,30.0,30.0
2164,Groceries,SALSA NORTE,5,70.0,95.0,84.6
2165,Groceries,SALVO,1,60.0,60.0,60.0
2166,Groceries,SAN JOSE,2,27.9,36.5,32.2
2167,Groceries,SAN LUCAS,1,46.0,46.0,46.0
2168,Groceries,SAN LUIS,1,12.9,12.9,12.9
2169,Groceries,SAN MARCOS,15,12.0,48.0,26.653333333333332
2170,Groceries,SAN MARTIN,3,100.0,100.0,100.0
2171,Groceries,SAN MIGUEL,17,23.0,61.0,42.523529411764706
2172,Groceries,SANISSIMO,17,26.0,56.5,37.15882352941177
2173,Groceries,SANTA FE,6,48.0,246.0,126.33333333333333
2174,Groceries,SANTIVERI,3,76.0,85.0,79.0
2175,Groceries,SANUS,3,74.0,84.5,81.0
2176,Groceries,SAOR,1,88.0,88.0,88.0
2177,Groceries,SARA LEE,5,45.0,59.0,53.3
2178,Groceries,SARAIS,4,233.0,292.0,272.0
2179,Groceries,SAVIEN,1,45.0,45.0,45.0
2180,Groceries,SCHAR,6,173.0,187.0,184.66666666666666
2181,Groceries,SCHETTINO,2,23.9,27.9,25.9
2182,Groceries,SEGURA,1,23.0,23.0,23.0
2183,Groceries,SERENDIPITY,3,145.0,182.0,157.33333333333334
2184,Groceries,SERPIS,1,65.0,65.0,65.0
2185,Groceries,SESEN,3,1144.0,1387.0,1259.6666666666667
2186,Groceries,SEÑOR CACTUS,3,31.0,32.9,32.266666666666666
2187,Groceries,SIGDAL BAKERI,3,139.0,145.0,141.0
2188,Groceries,SIGLO XXI,1,27.0,27.0,27.0
2189,Groceries,SILK,1,13.0,13.0,13.0
2190,Groceries,SIMPLY ORGANIC,2,276.0,276.0,276.0
2191,Groceries,SINALOA,5,39.0,71.0,59.2
2192,Groceries,SKIPPY,5,92.0,142.0,102.0
2193,Groceries,SLIM LINE,1,103.0,103.0,103.0
2194,Groceries,SMP,28,82.0,484.0,165.75
2195,Groceries,SMUCKER'S,17,64.0,80.0,73.6470588235294
2196,Groceries,SO DELICIOUS,2,82.0,82.0,82.0
2197,Groceries,SOE,6,48.0,53.5,49.833333333333336
2198,Groceries,SOLEM,3,38.0,38.0,38.0
2199,Groceries,SORA,1,91.0,91.0,91.0
2200,Groceries,SPAM,4,47.5,95.0,72.125
2201,Groceries,SPECIAL K,1,59.0,59.0,59.0
2202,Groceries,SPECTRUM,1,283.0,283.0,283.0
2203,Groceries,SPLENDA,17,45.0,371.0,137.2294117647059
2204,Groceries,SPROUT LIVING,3,692.0,692.0,692.0
2205,Groceries,SR NATURAL,8,24.0,54.0,36.8625
2206,Groceries,ST. DALFOUR,7,82.0,82.0,82.0
2207,Groceries,STAMINO LABS,2,550.0,727.0,638.5
2208,Groceries,STAR,3,77.9,77.9,77.9
2209,Groceries,STAR VALUE,2,51.0,51.0,51.0
2210,Groceries,STARBUCKS,7,159.0,171.0,161.14285714285714
2211,Groceries,STUBBS,3,52.0,78.0,68.66666666666667
2212,Groceries,SUANDY,3,40.0,77.0,53.333333333333336
2213,Groceries,SUNBELT,6,68.9,68.9,68.9
2214,Groceries,SUNNY SEA,2,67.0,71.0,69.0
2215,Groceries,SUNWARRIOR,4,1076.0,1559.0,1196.75
2216,Groceries,SUPERIA,4,92.0,92.0,92.0
2217,Groceries,SUPERLIFE,3,111.0,170.0,130.66666666666666
2218,Groceries,SUSALIA,6,25.0,65.9,35.983333333333334
2219,Groceries,SVETIA,2,22.0,102.0,62.0
2220,Groceries,SWEET BABY RAY'S,4,62.0,62.0,62.0
2221,Groceries,SWEET BABY RAYS,1,71.0,71.0,71.0
2222,Groceries,SWEET SUE,1,64.0,64.0,64.0
2223,Groceries,SWISS MISS,4,62.0,62.0,62.0
2224,Groceries,TABASCO,9,61.0,298.0,143.33333333333334
2225,Groceries,TADIN,2,58.0,104.0,81.0
2226,Groceries,TAIFELDS,15,20.0,51.0,46.919999999999995
2227,Groceries,TAJIN,3,29.0,31.0,29.666666666666668
2228,Groceries,TAMARAS,1,37.0,37.0,37.0
2229,Groceries,TAMPICO,1,37.0,37.0,37.0
2230,Groceries,TAMUIN,2,15.0,23.0,19.0
2231,Groceries,TARASQUITAS,7,20.5,57.0,30.32857142857143
2232,Groceries,TARRADELLAS,1,49.9,49.9,49.9
2233,Groceries,TASSOS,3,142.0,144.0,143.33333333333334
2234,Groceries,TE,1,364.0,364.0,364.0
2235,Groceries,TEA CAP,2,124.0,124.0,124.0
2236,Groceries,TEEKANNE,3,89.5,98.0,95.16666666666667
2237,Groceries,TEISTI,6,112.0,143.0,122.33333333333333
2238,Groceries,TERA,6,81.0,81.0,81.0
2239,Groceries,TERANA,14,39.0,184.0,68.52857142857142
2240,Groceries,TERRA SNACKS,3,49.0,161.0,99.33333333333333
2241,Groceries,TERRY BLACKS,2,81.0,81.0,81.0
2242,Groceries,TETECOLOH CAFE,3,151.0,151.0,151.0
2243,Groceries,THATS IT,1,51.9,51.9,51.9
2244,Groceries,THE SALT LICK,13,72.0,103.0,89.61538461538461
2245,Groceries,THERBAL,2,61.0,61.0,61.0
2246,Groceries,THINK THIN,2,60.0,60.0,60.0
2247,Groceries,TIA CATA,1,19.9,19.9,19.9
2248,Groceries,TIA OFILIA,16,55.0,199.0,117.30625
2249,Groceries,TIA ROSA,7,19.0,39.0,26.7
2250,Groceries,TOMATISIMO,2,13.9,18.0,15.95
2251,Groceries,TORONGIA,1,87.0,87.0,87.0
2252,Groceries,TORRATOS,3,104.0,166.0,124.66666666666667
2253,Groceries,TORTIRICA,2,22.0,25.0,23.5
2254,Groceries,TOSTAMAIKA,3,50.5,59.0,56.166666666666664
2255,Groceries,TRADITIONAL MEDICINALS,27,149.0,194.0,159.66666666666666
2256,Groceries,TRECHAS,2,25.0,25.0,25.0
2257,Groceries,TREE TOP,4,8.0,64.0,41.475
2258,Groceries,TREGA,7,35.9,44.0,39.82857142857143
2259,Groceries,TRES ESTRELLAS,4,13.9,35.9,27.424999999999997
2260,Groceries,TRIGER,4,32.9,37.0,35.45
2261,Groceries,TRIX,3,7.0,31.0,23.0
2262,Groceries,TRUE AMARANTO,6,68.5,82.0,73.0
2263,Groceries,TU TIPO,9,78.9,156.0,101.32222222222222
2264,Groceries,TUNY,32,18.5,169.0,29.0625
2265,Groceries,TUNY STANDARD,2,16.0,16.0,16.0
2266,Groceries,TURIN,1,97.0,97.0,97.0
2267,Groceries,TWININGS,16,114.0,159.0,126.5625
2268,Groceries,URCOHUASI FARMS,1,109.0,109.0,109.0
2269,Groceries,UT FIH,1,113.0,113.0,113.0
2270,Groceries,Unknown,116,14.0,948.0,113.06206896551724
2271,Groceries,V8 SPLASH,7,19.5,29.0,23.571428571428573
2272,Groceries,VAL VITA,3,6.0,20.5,15.666666666666666
2273,Groceries,VALENTINA,4,17.0,37.0,28.25
2274,Groceries,VALLE FRUT,3,15.0,46.0,28.333333333333332
2275,Groceries,VEGA,28,58.0,1482.0,879.6392857142857
2276,Groceries,VEGESAL,2,29.0,71.0,50.0
2277,Groceries,VEGGIE MIX,4,103.0,154.0,128.5
2278,Groceries,VERALMEX,2,28.0,28.0,28.0
2279,Groceries,VERDE LIMON,1,81.0,81.0,81.0
2280,Groceries,VERDE VALLE,33,19.5,78.0,39.163636363636364
2281,Groceries,VICHY,5,591.0,785.0,707.4
2282,Groceries,VIDANAT,1,112.0,112.0,112.0
2283,Groceries,VIGILANTE,15,53.0,1168.0,164.96666666666667
2284,Groceries,VIGOR,3,16.5,16.5,16.5
2285,Groceries,VILLA DE PATOS,2,88.0,88.0,88.0
2286,Groceries,VISTA REGIA,3,25.0,25.0,25.0
2287,Groceries,VITAL PERFORMANCE,1,74.0,74.0,74.0
2288,Groceries,VITAL PROTEINS,2,590.0,636.0,613.0
2289,Groceries,VITAMIN,1,105.0,105.0,105.0
2290,Groceries,VITTE,10,15.0,87.0,45.2
2291,Groceries,VIVANT,1,81.0,81.0,81.0
2292,Groceries,VIVENTE,5,67.5,67.5,67.5
2293,Groceries,VUALA,3,15.0,15.5,15.333333333333334
2294,Groceries,WALDEN FARMS,2,151.0,151.0,151.0
2295,Groceries,WALKERS,2,139.0,153.0,146.0
2296,Groceries,WASA,1,71.0,71.0,71.0
2297,Groceries,WELCHS,2,67.0,67.0,67.0
2298,Groceries,WESHINE,2,623.0,623.0,623.0
2299,Groceries,WET N WILD,2,40.0,187.0,113.5
2300,Groceries,WHATABURGER,6,55.5,93.0,79.08333333333333
2301,Groceries,WHITE HOUSE,1,83.0,83.0,83.0
2302,Groceries,WHITE SEA,3,128.0,134.0,132.0
2303,Groceries,WILLIAMS,1,47.0,47.0,47.0
2304,Groceries,WILLIAMS HUMBERT,1,331.0,331.0,331.0
2305,Groceries,WISH-BONE,3,48.0,67.5,61.0
2306,Groceries,WONDER,13,48.9,77.9,71.72307692307693
2307,Groceries,XIHUITL,7,73.0,110.0,87.85714285714286
2308,Groceries,YANKUIK,2,34.9,34.9,34.9
2309,Groceries,YBARRA,3,56.5,56.5,56.5
2310,Groceries,YECOS,2,56.0,59.0,57.5
2311,Groceries,YEMINA,18,7.9,22.5,12.7
2312,Groceries,YILS,3,51.0,74.0,61.666666666666664
2313,Groceries,YOGI TEA,6,134.0,134.0,134.0
2314,Groceries,YOGURT BOUTIQUE,11,234.0,280.0,264.1818181818182
2315,Groceries,YOPI,1,26.0,26.0,26.0
2316,Groceries,ZAASCHILA,20,25.0,51.5,33.55
2317,Groceries,ZANILLI,1,164.0,164.0,164.0
2318,Groceries,ZEGO,2,51.0,55.0,53.0
2319,Groceries,ZERO,2,49.0,49.0,49.0
2320,Groceries,ZONA DEL SABOR,5,33.9,33.9,33.9
2321,Groceries,ZOUP GOOD REALLY,1,224.0,224.0,224.0
2322,Healthy products,4 BUDDIES,1,20.5,20.5,20.5
2323,Healthy products,A DE COCO,9,17.0,103.0,48.544444444444444
2324,Healthy products,ABEJA REYNA,1,134.0,134.0,134.0
2325,Healthy products,ACIERTO,7,88.0,789.0,226.85714285714286
2326,Healthy products,AIRES DE CAMPO,18,31.9,222.0,77.27777777777777
2327,Healthy products,AMAREA,8,47.0,47.0,47.0
2328,Healthy products,AMAZINGRAS,2,1170.0,1170.0,1170.0
2329,Healthy products,ANGELFOOD,1,208.0,208.0,208.0
2330,Healthy products,AVELIT SUPERFOODS,6,26.9,224.0,156.48333333333332
2331,Healthy products,B-SANUS,2,52.0,52.0,52.0
2332,Healthy products,BARILLA,4,89.0,90.0,89.75
2333,Healthy products,BARNEY,6,259.0,342.0,272.8333333333333
2334,Healthy products,BE HEMP,1,477.0,477.0,477.0
2335,Healthy products,BEEPURE,2,97.0,124.0,110.5
2336,Healthy products,BENMART,1,134.0,134.0,134.0
2337,Healthy products,BERTOLLI,2,140.0,199.0,169.5
2338,Healthy products,BEYOND MEAT,4,148.0,237.0,206.25
2339,Healthy products,BIG FOODY,1,43.0,43.0,43.0
2340,Healthy products,BIKINI BURN,1,394.0,394.0,394.0
2341,Healthy products,BIOHACK,1,1264.0,1264.0,1264.0
2342,Healthy products,BIRDS EYE,2,59.0,59.0,59.0
2343,Healthy products,BLASON,1,120.0,120.0,120.0
2344,Healthy products,BOBS RED MILL,45,50.0,660.0,199.82222222222222
2345,Healthy products,BOIGANIC FOODS,1,172.0,172.0,172.0
2346,Healthy products,BONE BROTH,1,62.0,62.0,62.0
2347,Healthy products,BONMOT,5,124.0,124.0,124.0
2348,Healthy products,BORGES,9,131.0,197.0,156.0
2349,Healthy products,BOVE,4,11.0,38.0,30.75
2350,Healthy products,BRAGG,2,155.0,499.0,327.0
2351,Healthy products,BSD FOODS,7,32.0,51.9,34.84285714285714
2352,Healthy products,CACAFE,1,394.0,394.0,394.0
2353,Healthy products,CAMPO VIVO,6,52.9,113.0,84.96666666666667
2354,Healthy products,CARAPELLI,4,77.9,356.0,182.725
2355,Healthy products,CARBONELL,7,50.9,167.0,97.27142857142857
2356,Healthy products,CASA RINALDI,1,275.0,275.0,275.0
2357,Healthy products,CASTAGNO,10,75.9,124.0,93.04
2358,Healthy products,CATE DE MI CORAZON,4,109.0,136.0,128.25
2359,Healthy products,CAULIPOWER,2,174.0,174.0,174.0
2360,Healthy products,CELESTIAL,7,151.0,151.0,151.0
2361,Healthy products,CENTO,1,98.9,98.9,98.9
2362,Healthy products,CENTRAL MARKET,41,41.5,342.0,112.85609756097561
2363,Healthy products,CEREALTY,2,21.0,51.0,36.0
2364,Healthy products,CHA CHA CHA,5,12.0,24.9,19.56
2365,Healthy products,CHILITO SIRILO,2,103.0,124.0,113.5
2366,Healthy products,CHOCOZERO,2,17.0,17.0,17.0
2367,Healthy products,CHOSEN FOODS,1,104.0,104.0,104.0
2368,Healthy products,CLEAN LIFE,3,402.0,707.0,605.3333333333334
2369,Healthy products,COME VERDE,18,35.0,114.0,46.44444444444444
2370,Healthy products,COMMONS,5,1030.0,1352.0,1181.6
2371,Healthy products,COUS COUS,1,93.5,93.5,93.5
2372,Healthy products,CUATROCIELOS,4,49.0,152.0,84.225
2373,Healthy products,CUSIBANI,3,93.5,188.0,127.5
2374,Healthy products,DELIKE,3,139.0,139.0,139.0
2375,Healthy products,DELIS DE MARIA,1,72.0,72.0,72.0
2376,Healthy products,DELIYUM,2,60.0,67.5,63.75
2377,Healthy products,DELIZERY,5,67.5,156.0,117.1
2378,Healthy products,DELOÜ,2,41.5,41.5,41.5
2379,Healthy products,DEORNO,3,74.0,124.0,103.33333333333333
2380,Healthy products,DONT WORRY,2,82.0,93.5,87.75
2381,Healthy products,DR. PRAEGERS,1,87.0,87.0,87.0
2382,Healthy products,EBIEN,2,58.0,212.0,135.0
2383,Healthy products,EDWARD AND SONS,4,83.0,83.0,83.0
2384,Healthy products,EL HUERTO DE CARMEN,10,57.0,144.0,87.64
2385,Healthy products,EL SABOR DE OAXACA,2,124.0,124.0,124.0
2386,Healthy products,ENATURE,5,58.0,207.0,99.2
2387,Healthy products,EUPHORIA,1,243.0,243.0,243.0
2388,Healthy products,EVERLAST,6,156.0,1217.0,863.3333333333334
2389,Healthy products,EXTRA VIRGEN,5,134.0,208.0,160.6
2390,Healthy products,EZEKIEL,11,117.0,199.0,157.0909090909091
2391,Healthy products,Evolution nutraceutical,20,421.0,1547.0,1006.6
2392,Healthy products,FALCON,29,200.0,1040.0,650.7586206896551
2393,Healthy products,FILIPPO BERIO,2,88.0,160.0,124.0
2394,Healthy products,FINCA IRLANDA,1,111.0,111.0,111.0
2395,Healthy products,FLAPJACKED,1,198.0,198.0,198.0
2396,Healthy products,FLOR DE LA PAZ,2,109.0,109.0,109.0
2397,Healthy products,FONDO MONTEBELLO,2,197.0,467.0,332.0
2398,Healthy products,FOOD NEWS IS GO,3,20.0,74.9,38.300000000000004
2399,Healthy products,FORZAGEN,5,337.0,944.0,612.6
2400,Healthy products,FROM THE GROUND UP,1,83.0,83.0,83.0
2401,Healthy products,FROZEN BOUTIQUE,24,151.0,201.0,173.29166666666666
2402,Healthy products,GALLO,1,67.9,67.9,67.9
2403,Healthy products,GARDEIN,6,93.0,185.0,109.66666666666667
2404,Healthy products,GAVETI,3,50.0,52.0,51.333333333333336
2405,Healthy products,GIOIA,4,207.0,619.0,318.5
2406,Healthy products,GNC,3,58.0,891.0,445.0
2407,Healthy products,GRAINWAY,1,134.0,134.0,134.0
2408,Healthy products,GRUN CHOICE,3,42.5,58.0,47.666666666666664
2409,Healthy products,GU ENERGY,2,52.0,52.0,52.0
2410,Healthy products,GUD,4,46.0,60.0,55.5
2411,Healthy products,GURRUMINA,1,81.0,81.0,81.0
2412,Healthy products,GYPSY TONICS,2,265.0,269.0,267.0
2413,Healthy products,HABITS,7,41.5,884.0,475.57142857142856
2414,Healthy products,HARMONY LIFE PR,1,151.0,151.0,151.0
2415,Healthy products,HARMONY LIFE PRODUCTS,2,140.0,463.0,301.5
2416,Healthy products,HCF,1,62.0,62.0,62.0
2417,Healthy products,HEALTHY BRAND,4,83.0,186.0,134.5
2418,Healthy products,HEATH & HEATHER,3,72.0,82.0,78.66666666666667
2419,Healthy products,HEB,66,25.9,437.0,123.39545454545456
2420,Healthy products,HEB ORGANICS,109,24.9,306.0,86.68440366972477
2421,Healthy products,HOLIBLEND,7,25.9,197.0,86.04285714285713
2422,Healthy products,HOLIMENTS,4,39.0,238.0,88.75
2423,Healthy products,HOLISTIK,4,110.0,121.0,116.25
2424,Healthy products,HONEY STINGER,7,48.0,76.5,54.214285714285715
2425,Healthy products,IAMARANTH,13,39.0,155.0,58.92307692307692
2426,Healthy products,INES,2,58.0,59.0,58.5
2427,Healthy products,JAPICHIPS,3,51.0,51.0,51.0
2428,Healthy products,JASA,1,326.0,326.0,326.0
2429,Healthy products,JUST ABOUT FOOD,1,78.0,78.0,78.0
2430,Healthy products,JUST ABOUT FOODS,3,156.0,234.0,190.66666666666666
2431,Healthy products,KALAN,14,44.0,44.0,44.0
2432,Healthy products,KANTE,4,104.0,120.0,108.0
2433,Healthy products,KETO PINT,9,123.0,123.0,123.0
2434,Healthy products,L-CARNITINA,1,275.0,275.0,275.0
2435,Healthy products,LA CASA DEL JUGO,8,29.0,489.0,164.0
2436,Healthy products,LA ESPANOLA,2,81.0,88.0,84.5
2437,Healthy products,LA SELVA,2,259.0,519.0,389.0
2438,Healthy products,LAKANTO,2,394.0,515.0,454.5
2439,Healthy products,LARABAR,2,38.0,38.0,38.0
2440,Healthy products,LAS BALSAS,1,204.0,204.0,204.0
2441,Healthy products,LEAFY,1,301.0,301.0,301.0
2442,Healthy products,LENNY & LARRYS,10,39.0,134.0,53.5
2443,Healthy products,LILY'S SWEETS,11,112.0,197.0,168.0
2444,Healthy products,LIOFILIZZA,1,145.0,145.0,145.0
2445,Healthy products,LITTLE NORTHERN,5,136.0,151.0,145.2
2446,Healthy products,LLORENTE,1,320.0,320.0,320.0
2447,Healthy products,M DE MANI,9,134.0,207.0,161.0
2448,Healthy products,MAPULAND,2,354.0,364.0,359.0
2449,Healthy products,MARRON 86,2,276.0,281.0,278.5
2450,Healthy products,MARY'S GONE CRA,2,207.0,207.0,207.0
2451,Healthy products,MATCHA KAORI,3,286.0,400.0,327.3333333333333
2452,Healthy products,MAXIVA,4,440.0,1469.0,1054.25
2453,Healthy products,MAYAN SWEET,7,103.0,166.0,129.28571428571428
2454,Healthy products,MI ALMA,4,120.0,213.0,166.5
2455,Healthy products,MIEL MAYA,2,130.0,172.0,151.0
2456,Healthy products,MISTER GOURMET,1,238.0,238.0,238.0
2457,Healthy products,MONK,5,217.0,359.0,303.4
2458,Healthy products,MONKE,2,158.0,170.0,164.0
2459,Healthy products,MORAMA,18,60.0,234.0,127.94444444444444
2460,Healthy products,MORNING STAR,1,99.0,99.0,99.0
2461,Healthy products,MUTII ADAPTOGEN,1,453.0,453.0,453.0
2462,Healthy products,NATURALEZA AMBAR,2,130.0,224.0,177.0
2463,Healthy products,NATURE ORIGINS,1,22.0,22.0,22.0
2464,Healthy products,NATURE'S PATH O,3,186.0,246.0,206.0
2465,Healthy products,NATURES BEST,1,1469.0,1469.0,1469.0
2466,Healthy products,NATURES HEART,9,45.9,140.0,68.35555555555555
2467,Healthy products,NATURES OWN,1,69.9,69.9,69.9
2468,Healthy products,NATURES PATH,6,113.0,168.0,138.5
2469,Healthy products,NOCHIOLA,12,24.0,93.0,59.166666666666664
2470,Healthy products,NOTCO,1,67.0,67.0,67.0
2471,Healthy products,NUTRIWELL,6,15.0,151.0,72.39999999999999
2472,Healthy products,NUUN,7,246.0,246.0,246.0
2473,Healthy products,OATLY,3,113.0,113.0,113.0
2474,Healthy products,OKKO,20,18.0,332.0,73.59
2475,Healthy products,OLI,5,74.0,197.0,144.8
2476,Healthy products,OLIVES LATITUD,4,176.0,217.0,194.0
2477,Healthy products,OLIVO DEL CIELO,5,61.0,108.0,88.4
2478,Healthy products,ON,1,1140.0,1140.0,1140.0
2479,Healthy products,ON TOP,8,37.0,96.0,68.3625
2480,Healthy products,ONE,4,73.0,73.0,73.0
2481,Healthy products,ORGANICA Y SALUDABLE,4,33.0,244.0,87.75
2482,Healthy products,ORGANICOS MONTERREY,12,62.0,311.0,117.25
2483,Healthy products,ORGANIKUM,3,94.0,260.0,201.0
2484,Healthy products,OROWEAT,2,133.0,133.0,133.0
2485,Healthy products,PAL'S SNACKS,1,31.0,31.0,31.0
2486,Healthy products,PAL´S,1,31.0,31.0,31.0
2487,Healthy products,PB2,1,133.0,133.0,133.0
2488,Healthy products,PIONEER,1,36.0,36.0,36.0
2489,Healthy products,PL ORGANIC,2,457.0,706.0,581.5
2490,Healthy products,PLACER SIN CULPA,1,25.9,25.9,25.9
2491,Healthy products,PLANET HEMP,3,156.0,384.0,232.0
2492,Healthy products,PLEAT LABS,3,717.0,717.0,717.0
2493,Healthy products,POWER UP,1,249.0,249.0,249.0
2494,Healthy products,PRO WINNER,12,53.5,1599.0,603.875
2495,Healthy products,PROTEIN WORLD,10,688.0,1575.0,1246.4
2496,Healthy products,PUKKA,4,176.0,182.0,177.5
2497,Healthy products,PURE PROTEIN,9,62.5,62.9,62.8111111111111
2498,Healthy products,QUEST,7,58.0,73.5,71.28571428571429
2499,Healthy products,RAFITA,1,49.9,49.9,49.9
2500,Healthy products,RAICES DEL HUERTO,5,33.0,302.0,156.8
2501,Healthy products,RANCHO SAN CAYETANO,3,104.0,200.0,136.0
2502,Healthy products,REAL NATURAL,3,65.0,113.0,81.0
2503,Healthy products,RGB ALIMENTOS,2,88.0,109.0,98.5
2504,Healthy products,SAN LUCAS,2,45.0,46.0,45.5
2505,Healthy products,SAN MIGUEL,1,47.9,47.9,47.9
2506,Healthy products,SANTA COLMENA,1,132.0,132.0,132.0
2507,Healthy products,SANTIVERI,2,76.0,85.0,80.5
2508,Healthy products,SARAIS,5,233.0,297.0,277.0
2509,Healthy products,SASCHA FITNESS,11,1469.0,1731.0,1636.6363636363637
2510,Healthy products,SCHAR,2,187.0,187.0,187.0
2511,Healthy products,SERENDIPITY,4,145.0,182.0,154.25
2512,Healthy products,SESEN,2,1144.0,1387.0,1265.5
2513,Healthy products,SIMPLY ORGANIC,10,159.0,276.0,207.7
2514,Healthy products,SINAX,3,247.0,425.0,306.3333333333333
2515,Healthy products,SKINNY DIPPED,1,124.0,124.0,124.0
2516,Healthy products,SKINNY POP,2,88.0,88.0,88.0
2517,Healthy products,SLIM LINE,2,103.0,103.0,103.0
2518,Healthy products,SOE,2,61.0,61.0,61.0
2519,Healthy products,SOI-YAH,6,54.5,96.0,70.41666666666667
2520,Healthy products,SPORT BEANS,1,47.0,47.0,47.0
2521,Healthy products,SPROUT,4,88.0,114.0,104.5
2522,Healthy products,SPROUT LIVING,6,692.0,692.0,692.0
2523,Healthy products,STAMINO LABS,2,550.0,727.0,638.5
2524,Healthy products,SUNWARRIOR,4,1076.0,1559.0,1196.75
2525,Healthy products,SWEET HEART,1,101.0,101.0,101.0
2526,Healthy products,TADIN,1,104.0,104.0,104.0
2527,Healthy products,TASSOS,3,142.0,144.0,143.33333333333334
2528,Healthy products,TAZO,1,176.0,176.0,176.0
2529,Healthy products,TE,1,364.0,364.0,364.0
2530,Healthy products,TEGA,2,61.0,61.0,61.0
2531,Healthy products,TERRA SNACKS,3,49.0,161.0,99.33333333333333
2532,Healthy products,THATS IT,1,51.9,51.9,51.9
2533,Healthy products,THINK THIN,2,60.0,60.0,60.0
2534,Healthy products,TIA OFILIA,19,55.0,199.0,111.30526315789474
2535,Healthy products,TRADITIONAL MEDICINALS,23,149.0,186.0,157.52173913043478
2536,Healthy products,TRUE AMARANTO,3,68.5,82.0,73.0
2537,Healthy products,TRUSNACK,3,18.0,18.0,18.0
2538,Healthy products,TRUSNACK OATS,3,51.9,51.9,51.9
2539,Healthy products,TU TIPO,9,78.9,156.0,107.98888888888888
2540,Healthy products,UDIS,2,188.0,188.0,188.0
2541,Healthy products,URCOHUASI FARMS,1,109.0,109.0,109.0
2542,Healthy products,UT FIH,1,113.0,113.0,113.0
2543,Healthy products,Unknown,9,113.0,391.0,209.88888888888889
